Indicator,Year,Geography,FIPS,Cases,Rate per 100000
Congenital Syphilis,2002,Minnesota,27,1,1.5
Congenital Syphilis,2003,Minnesota,27,0,0
Congenital Syphilis,2004,Minnesota,27,1,1.4
Congenital Syphilis,2005,Minnesota,27,3,4.2
Congenital Syphilis,2006,Minnesota,27,1,1.4
Congenital Syphilis,2007,Minnesota,27,0,0
Congenital Syphilis,2008,Minnesota,27,1,1.4
Congenital Syphilis,2009,Minnesota,27,1,1.4
Congenital Syphilis,2010,Minnesota,27,0,0
Congenital Syphilis,2011,Minnesota,27,0,0
Congenital Syphilis,2012,Minnesota,27,1,1.5
Congenital Syphilis,2013,Minnesota,27,0,0
Congenital Syphilis,2014,Minnesota,27,0,0
Congenital Syphilis,2015,Minnesota,27,2,2.9
Congenital Syphilis,2016,Minnesota,27,7,10
Congenital Syphilis,2017,Minnesota,27,2,2.9
Congenital Syphilis,2018,Minnesota,27,10,14.8
Congenital Syphilis,2019,Minnesota,27,21,31.8
Congenital Syphilis,2020 (COVID-19 Pandemic),Minnesota,27,7,11
Congenital Syphilis,2021,Minnesota,27,15,23.3
"Early Non-Primary, Non-Secondary Syphilis",2000,Minnesota,27,18,0.4
"Early Non-Primary, Non-Secondary Syphilis",2001,Minnesota,27,16,0.3
"Early Non-Primary, Non-Secondary Syphilis",2002,Minnesota,27,23,0.5
"Early Non-Primary, Non-Secondary Syphilis",2003,Minnesota,27,45,0.9
"Early Non-Primary, Non-Secondary Syphilis",2004,Minnesota,27,21,0.4
"Early Non-Primary, Non-Secondary Syphilis",2005,Minnesota,27,46,0.9
"Early Non-Primary, Non-Secondary Syphilis",2006,Minnesota,27,58,1.1
"Early Non-Primary, Non-Secondary Syphilis",2007,Minnesota,27,55,1.1
"Early Non-Primary, Non-Secondary Syphilis",2008,Minnesota,27,47,0.9
"Early Non-Primary, Non-Secondary Syphilis",2009,Minnesota,27,46,0.9
"Early Non-Primary, Non-Secondary Syphilis",2010,Minnesota,27,73,1.4
"Early Non-Primary, Non-Secondary Syphilis",2011,Minnesota,27,121,2.3
"Early Non-Primary, Non-Secondary Syphilis",2012,Minnesota,27,96,1.8
"Early Non-Primary, Non-Secondary Syphilis",2013,Minnesota,27,139,2.6
"Early Non-Primary, Non-Secondary Syphilis",2014,Minnesota,27,159,2.9
"Early Non-Primary, Non-Secondary Syphilis",2015,Minnesota,27,185,3.4
"Early Non-Primary, Non-Secondary Syphilis",2016,Minnesota,27,251,4.5
"Early Non-Primary, Non-Secondary Syphilis",2017,Minnesota,27,313,5.6
"Early Non-Primary, Non-Secondary Syphilis",2018,Minnesota,27,286,5.1
"Early Non-Primary, Non-Secondary Syphilis",2019,Minnesota,27,367,6.5
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Minnesota,27,368,6.4
"Early Non-Primary, Non-Secondary Syphilis",2021,Minnesota,27,415,7.3
Gonorrhea,2000,Minnesota,27,"3,160",64
Gonorrhea,2001,Minnesota,27,"2,701",54.2
Gonorrhea,2002,Minnesota,27,"3,049",60.8
Gonorrhea,2003,Minnesota,27,"3,202",63.4
Gonorrhea,2004,Minnesota,27,"2,957",58.2
Gonorrhea,2005,Minnesota,27,"3,482",68.2
Gonorrhea,2006,Minnesota,27,"3,303",64.2
Gonorrhea,2007,Minnesota,27,"3,459",66.6
Gonorrhea,2008,Minnesota,27,"3,037",58.1
Gonorrhea,2009,Minnesota,27,"2,303",43.8
Gonorrhea,2010,Minnesota,27,"2,119",39.9
Gonorrhea,2011,Minnesota,27,"2,284",42.7
Gonorrhea,2012,Minnesota,27,"3,082",57.3
Gonorrhea,2013,Minnesota,27,"3,873",71.5
Gonorrhea,2014,Minnesota,27,"4,073",74.7
Gonorrhea,2015,Minnesota,27,"4,097",74.7
Gonorrhea,2016,Minnesota,27,"5,104",92.4
Gonorrhea,2017,Minnesota,27,"6,519",117.1
Gonorrhea,2018,Minnesota,27,"7,542",134.5
Gonorrhea,2019,Minnesota,27,"8,013",142.1
Gonorrhea,2020 (COVID-19 Pandemic),Minnesota,27,"10,320",180.8
Gonorrhea,2021,Minnesota,27,"9,660",169.3
Primary and Secondary Syphilis,2000,Minnesota,27,16,0.3
Primary and Secondary Syphilis,2001,Minnesota,27,33,0.7
Primary and Secondary Syphilis,2002,Minnesota,27,59,1.2
Primary and Secondary Syphilis,2003,Minnesota,27,47,0.9
Primary and Secondary Syphilis,2004,Minnesota,27,27,0.5
Primary and Secondary Syphilis,2005,Minnesota,27,70,1.4
Primary and Secondary Syphilis,2006,Minnesota,27,47,0.9
Primary and Secondary Syphilis,2007,Minnesota,27,59,1.1
Primary and Secondary Syphilis,2008,Minnesota,27,116,2.2
Primary and Secondary Syphilis,2009,Minnesota,27,71,1.3
Primary and Secondary Syphilis,2010,Minnesota,27,149,2.8
Primary and Secondary Syphilis,2011,Minnesota,27,139,2.6
Primary and Secondary Syphilis,2012,Minnesota,27,118,2.2
Primary and Secondary Syphilis,2013,Minnesota,27,193,3.6
Primary and Secondary Syphilis,2014,Minnesota,27,257,4.7
Primary and Secondary Syphilis,2015,Minnesota,27,246,4.5
Primary and Secondary Syphilis,2016,Minnesota,27,306,5.5
Primary and Secondary Syphilis,2017,Minnesota,27,292,5.2
Primary and Secondary Syphilis,2018,Minnesota,27,292,5.2
Primary and Secondary Syphilis,2019,Minnesota,27,385,6.8
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Minnesota,27,417,7.3
Primary and Secondary Syphilis,2021,Minnesota,27,565,9.9
Chlamydia,2000,Mississippi,28,"12,697",445.8
Chlamydia,2001,Mississippi,28,"11,793",413.3
Chlamydia,2002,Mississippi,28,"11,800",412.9
Chlamydia,2003,Mississippi,28,"12,193",425.4
Chlamydia,2004,Mississippi,28,"18,863",653.8
Chlamydia,2005,Mississippi,28,"21,268",733.6
Chlamydia,2006,Mississippi,28,"19,002",656
Chlamydia,2007,Mississippi,28,"21,686",742.6
Chlamydia,2008,Mississippi,28,"21,253",723.1
Chlamydia,2009,Mississippi,28,"23,589",799.6
Chlamydia,2010,Mississippi,28,"21,417",721
Chlamydia,2011,Mississippi,28,"21,216",712.2
Chlamydia,2012,Mississippi,28,"23,054",772.6
Chlamydia,2013,Mississippi,28,"17,464",584.3
Chlamydia,2014,Mississippi,28,"19,605",655.6
Chlamydia,2015,Mississippi,28,"17,371",581.3
Chlamydia,2016,Mississippi,28,"20,112",673.1
Chlamydia,2017,Mississippi,28,"21,149",707.7
Chlamydia,2018,Mississippi,28,"22,086",740.9
Chlamydia,2019,Mississippi,28,"25,303",850.2
Chlamydia,2020 (COVID-19 Pandemic),Mississippi,28,"23,919",808.9
Chlamydia,2021,Mississippi,28,"22,126",750
Congenital Syphilis,2000,Mississippi,28,14,31.8
Congenital Syphilis,2001,Mississippi,28,10,23.7
Congenital Syphilis,2002,Mississippi,28,6,14.5
Congenital Syphilis,2003,Mississippi,28,2,4.7
Congenital Syphilis,2004,Mississippi,28,3,7
Congenital Syphilis,2005,Mississippi,28,0,0
Congenital Syphilis,2006,Mississippi,28,0,0
Congenital Syphilis,2007,Mississippi,28,1,2.2
Congenital Syphilis,2008,Mississippi,28,9,20
Congenital Syphilis,2009,Mississippi,28,8,18.6
Congenital Syphilis,2010,Mississippi,28,9,22.5
Congenital Syphilis,2011,Mississippi,28,6,15.1
Congenital Syphilis,2012,Mississippi,28,0,0
Congenital Syphilis,2013,Mississippi,28,0,0
Congenital Syphilis,2014,Mississippi,28,1,2.6
Congenital Syphilis,2015,Mississippi,28,0,0
Congenital Syphilis,2016,Mississippi,28,2,5.3
Congenital Syphilis,2017,Mississippi,28,1,2.7
Congenital Syphilis,2018,Mississippi,28,3,8.1
Congenital Syphilis,2019,Mississippi,28,3,8.2
Congenital Syphilis,2020 (COVID-19 Pandemic),Mississippi,28,37,104.3
Congenital Syphilis,2021,Mississippi,28,64,182
"Early Non-Primary, Non-Secondary Syphilis",2000,Mississippi,28,409,14.4
"Early Non-Primary, Non-Secondary Syphilis",2001,Mississippi,28,329,11.5
"Early Non-Primary, Non-Secondary Syphilis",2002,Mississippi,28,149,5.2
"Early Non-Primary, Non-Secondary Syphilis",2003,Mississippi,28,173,6
"Early Non-Primary, Non-Secondary Syphilis",2004,Mississippi,28,130,4.5
"Early Non-Primary, Non-Secondary Syphilis",2005,Mississippi,28,162,5.6
"Early Non-Primary, Non-Secondary Syphilis",2006,Mississippi,28,197,6.8
"Early Non-Primary, Non-Secondary Syphilis",2007,Mississippi,28,269,9.2
"Early Non-Primary, Non-Secondary Syphilis",2008,Mississippi,28,232,7.9
"Early Non-Primary, Non-Secondary Syphilis",2009,Mississippi,28,312,10.6
"Early Non-Primary, Non-Secondary Syphilis",2010,Mississippi,28,386,13
"Early Non-Primary, Non-Secondary Syphilis",2011,Mississippi,28,313,10.5
"Early Non-Primary, Non-Secondary Syphilis",2012,Mississippi,28,253,8.5
"Early Non-Primary, Non-Secondary Syphilis",2013,Mississippi,28,184,6.2
"Early Non-Primary, Non-Secondary Syphilis",2014,Mississippi,28,336,11.2
"Early Non-Primary, Non-Secondary Syphilis",2015,Mississippi,28,405,13.6
"Early Non-Primary, Non-Secondary Syphilis",2016,Mississippi,28,490,16.4
"Early Non-Primary, Non-Secondary Syphilis",2017,Mississippi,28,555,18.6
"Early Non-Primary, Non-Secondary Syphilis",2018,Mississippi,28,937,31.4
"Early Non-Primary, Non-Secondary Syphilis",2019,Mississippi,28,"1,222",41.1
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Mississippi,28,"1,275",43.1
"Early Non-Primary, Non-Secondary Syphilis",2021,Mississippi,28,592,20.1
Gonorrhea,2000,Mississippi,28,"9,217",323.6
Gonorrhea,2001,Mississippi,28,"7,759",272
Gonorrhea,2002,Mississippi,28,"6,875",240.5
Gonorrhea,2003,Mississippi,28,"6,328",220.8
Gonorrhea,2004,Mississippi,28,"7,163",248.3
Gonorrhea,2005,Mississippi,28,"7,171",247.3
Gonorrhea,2006,Mississippi,28,"7,511",259.3
Gonorrhea,2007,Mississippi,28,"8,314",284.7
Gonorrhea,2008,Mississippi,28,"7,494",255
Gonorrhea,2009,Mississippi,28,"7,241",245.5
Gonorrhea,2010,Mississippi,28,"6,195",208.5
Gonorrhea,2011,Mississippi,28,"5,814",195.2
Gonorrhea,2012,Mississippi,28,"6,875",230.4
Gonorrhea,2013,Mississippi,28,"5,096",170.5
Gonorrhea,2014,Mississippi,28,"5,625",188.1
Gonorrhea,2015,Mississippi,28,"5,775",193.2
Gonorrhea,2016,Mississippi,28,"7,157",239.5
Gonorrhea,2017,Mississippi,28,"9,258",309.8
Gonorrhea,2018,Mississippi,28,"9,749",327
Gonorrhea,2019,Mississippi,28,"12,068",405.5
Gonorrhea,2020 (COVID-19 Pandemic),Mississippi,28,"13,773",465.8
Gonorrhea,2021,Mississippi,28,"12,617",427.7
Primary and Secondary Syphilis,2000,Mississippi,28,137,4.8
Primary and Secondary Syphilis,2001,Mississippi,28,140,4.9
Primary and Secondary Syphilis,2002,Mississippi,28,49,1.7
Primary and Secondary Syphilis,2003,Mississippi,28,40,1.4
Primary and Secondary Syphilis,2004,Mississippi,28,59,2
Primary and Secondary Syphilis,2005,Mississippi,28,49,1.7
Primary and Secondary Syphilis,2006,Mississippi,28,86,3
Primary and Secondary Syphilis,2007,Mississippi,28,133,4.6
Primary and Secondary Syphilis,2008,Mississippi,28,184,6.3
Primary and Secondary Syphilis,2009,Mississippi,28,237,8
Primary and Secondary Syphilis,2010,Mississippi,28,228,7.7
Primary and Secondary Syphilis,2011,Mississippi,28,191,6.4
Primary and Secondary Syphilis,2012,Mississippi,28,150,5
Primary and Secondary Syphilis,2013,Mississippi,28,78,2.6
Primary and Secondary Syphilis,2014,Mississippi,28,189,6.3
Primary and Secondary Syphilis,2015,Mississippi,28,219,7.3
Primary and Secondary Syphilis,2016,Mississippi,28,326,10.9
Primary and Secondary Syphilis,2017,Mississippi,28,310,10.4
Primary and Secondary Syphilis,2018,Mississippi,28,464,15.6
Primary and Secondary Syphilis,2019,Mississippi,28,690,23.2
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Mississippi,28,741,25.1
Primary and Secondary Syphilis,2021,Mississippi,28,829,28.1
Chlamydia,2000,Missouri,29,"13,448",239.9
Chlamydia,2001,Missouri,29,"13,949",247.2
Chlamydia,2002,Missouri,29,"16,181",284.9
Chlamydia,2003,Missouri,29,"18,570",325
Chlamydia,2004,Missouri,29,"21,319",370.4
Chlamydia,2005,Missouri,29,"22,371",385.5
Chlamydia,2006,Missouri,29,"22,982",392.3
Chlamydia,2007,Missouri,29,"23,308",394.7
Chlamydia,2008,Missouri,29,"24,817",417
Chlamydia,2009,Missouri,29,"25,868",432.4
Chlamydia,2010,Missouri,29,"26,049",434.4
Chlamydia,2011,Missouri,29,"27,887",464
Chlamydia,2012,Missouri,29,"27,835",462
Chlamydia,2013,Missouri,29,"27,328",452.4
Chlamydia,2014,Missouri,29,"27,981",462
Chlamydia,2015,Missouri,29,"28,948",476.8
Chlamydia,2016,Missouri,29,"30,843",506.7
Chlamydia,2017,Missouri,29,"32,683",535.2
Chlamydia,2018,Missouri,29,"34,728",567.3
Chlamydia,2019,Missouri,29,"34,416",560.8
Chlamydia,2020 (COVID-19 Pandemic),Missouri,29,"31,815",516.9
Chlamydia,2021,Missouri,29,"31,915",517.4
Congenital Syphilis,2000,Missouri,29,3,3.9
Congenital Syphilis,2001,Missouri,29,5,6.6
Congenital Syphilis,2002,Missouri,29,1,1.3
Congenital Syphilis,2003,Missouri,29,4,5.2
Congenital Syphilis,2004,Missouri,29,3,3.9
Congenital Syphilis,2005,Missouri,29,3,3.8
Congenital Syphilis,2006,Missouri,29,3,3.7
Congenital Syphilis,2007,Missouri,29,1,1.2
Congenital Syphilis,2008,Missouri,29,2,2.5
Congenital Syphilis,2009,Missouri,29,6,7.6
Congenital Syphilis,2010,Missouri,29,2,2.6
Congenital Syphilis,2011,Missouri,29,1,1.3
Congenital Syphilis,2012,Missouri,29,1,1.3
Congenital Syphilis,2013,Missouri,29,3,4
Congenital Syphilis,2014,Missouri,29,1,1.3
Congenital Syphilis,2015,Missouri,29,4,5.3
Congenital Syphilis,2016,Missouri,29,8,10.7
Congenital Syphilis,2017,Missouri,29,10,13.7
Congenital Syphilis,2018,Missouri,29,18,24.6
Congenital Syphilis,2019,Missouri,29,18,25
Congenital Syphilis,2020 (COVID-19 Pandemic),Missouri,29,32,46.2
Congenital Syphilis,2021,Missouri,29,66,95
"Early Non-Primary, Non-Secondary Syphilis",2000,Missouri,29,52,0.9
"Early Non-Primary, Non-Secondary Syphilis",2001,Missouri,29,33,0.6
"Early Non-Primary, Non-Secondary Syphilis",2002,Missouri,29,51,0.9
"Early Non-Primary, Non-Secondary Syphilis",2003,Missouri,29,46,0.8
"Early Non-Primary, Non-Secondary Syphilis",2004,Missouri,29,58,1
"Early Non-Primary, Non-Secondary Syphilis",2005,Missouri,29,108,1.9
"Early Non-Primary, Non-Secondary Syphilis",2006,Missouri,29,93,1.6
"Early Non-Primary, Non-Secondary Syphilis",2007,Missouri,29,120,2
"Early Non-Primary, Non-Secondary Syphilis",2008,Missouri,29,145,2.4
"Early Non-Primary, Non-Secondary Syphilis",2009,Missouri,29,146,2.4
"Early Non-Primary, Non-Secondary Syphilis",2010,Missouri,29,133,2.2
"Early Non-Primary, Non-Secondary Syphilis",2011,Missouri,29,124,2.1
"Early Non-Primary, Non-Secondary Syphilis",2012,Missouri,29,135,2.2
"Early Non-Primary, Non-Secondary Syphilis",2013,Missouri,29,220,3.6
"Early Non-Primary, Non-Secondary Syphilis",2014,Missouri,29,240,4
"Early Non-Primary, Non-Secondary Syphilis",2015,Missouri,29,247,4.1
"Early Non-Primary, Non-Secondary Syphilis",2016,Missouri,29,276,4.5
"Early Non-Primary, Non-Secondary Syphilis",2017,Missouri,29,423,6.9
"Early Non-Primary, Non-Secondary Syphilis",2018,Missouri,29,546,8.9
"Early Non-Primary, Non-Secondary Syphilis",2019,Missouri,29,647,10.5
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Missouri,29,556,9
"Early Non-Primary, Non-Secondary Syphilis",2021,Missouri,29,787,12.8
Gonorrhea,2000,Missouri,29,"8,883",158.5
Gonorrhea,2001,Missouri,29,"8,723",154.6
Gonorrhea,2002,Missouri,29,"8,952",157.6
Gonorrhea,2003,Missouri,29,"8,792",153.9
Gonorrhea,2004,Missouri,29,"9,218",160.1
Gonorrhea,2005,Missouri,29,"9,455",162.9
Gonorrhea,2006,Missouri,29,"10,204",174.2
Gonorrhea,2007,Missouri,29,"9,876",167.2
Gonorrhea,2008,Missouri,29,"8,014",134.6
Gonorrhea,2009,Missouri,29,"6,488",108.5
Gonorrhea,2010,Missouri,29,"7,159",119.4
Gonorrhea,2011,Missouri,29,"7,802",129.8
Gonorrhea,2012,Missouri,29,"7,889",131
Gonorrhea,2013,Missouri,29,"7,546",124.9
Gonorrhea,2014,Missouri,29,"7,387",122
Gonorrhea,2015,Missouri,29,"8,942",147.3
Gonorrhea,2016,Missouri,29,"11,479",188.6
Gonorrhea,2017,Missouri,29,"13,086",214.3
Gonorrhea,2018,Missouri,29,"15,090",246.5
Gonorrhea,2019,Missouri,29,"15,585",253.9
Gonorrhea,2020 (COVID-19 Pandemic),Missouri,29,"16,855",273.9
Gonorrhea,2021,Missouri,29,"15,714",254.8
Primary and Secondary Syphilis,2000,Missouri,29,29,0.5
Primary and Secondary Syphilis,2001,Missouri,29,26,0.5
Primary and Secondary Syphilis,2002,Missouri,29,34,0.6
Primary and Secondary Syphilis,2003,Missouri,29,61,1.1
Primary and Secondary Syphilis,2004,Missouri,29,94,1.6
Primary and Secondary Syphilis,2005,Missouri,29,147,2.5
Primary and Secondary Syphilis,2006,Missouri,29,168,2.9
Primary and Secondary Syphilis,2007,Missouri,29,239,4
Primary and Secondary Syphilis,2008,Missouri,29,224,3.8
Primary and Secondary Syphilis,2009,Missouri,29,173,2.9
Primary and Secondary Syphilis,2010,Missouri,29,152,2.5
Primary and Secondary Syphilis,2011,Missouri,29,136,2.3
Primary and Secondary Syphilis,2012,Missouri,29,157,2.6
Primary and Secondary Syphilis,2013,Missouri,29,251,4.2
Primary and Secondary Syphilis,2014,Missouri,29,352,5.8
Primary and Secondary Syphilis,2015,Missouri,29,307,5.1
Primary and Secondary Syphilis,2016,Missouri,29,400,6.6
Primary and Secondary Syphilis,2017,Missouri,29,507,8.3
Primary and Secondary Syphilis,2018,Missouri,29,806,13.2
Primary and Secondary Syphilis,2019,Missouri,29,817,13.3
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Missouri,29,829,13.5
Primary and Secondary Syphilis,2021,Missouri,29,"1,316",21.3
Chlamydia,2000,Montana,30,"1,469",162.6
Chlamydia,2001,Montana,30,"1,897",209.4
Chlamydia,2002,Montana,30,"2,475",272.1
Chlamydia,2003,Montana,30,"2,547",277.9
Chlamydia,2004,Montana,30,"2,608",281.7
Chlamydia,2005,Montana,30,"2,400",256.8
Chlamydia,2006,Montana,30,"2,650",280.1
Chlamydia,2007,Montana,30,"2,748",287.1
Chlamydia,2008,Montana,30,"3,101",320.4
Chlamydia,2009,Montana,30,"2,988",306.7
Chlamydia,2010,Montana,30,"3,082",311.1
Chlamydia,2011,Montana,30,"3,406",341.5
Chlamydia,2012,Montana,30,"3,827",381.3
Chlamydia,2013,Montana,30,"3,818",376.7
Chlamydia,2014,Montana,30,"4,193",410.3
Chlamydia,2015,Montana,30,"4,184",406
Chlamydia,2016,Montana,30,"4,416",424.3
Chlamydia,2017,Montana,30,"4,560",433.3
Chlamydia,2018,Montana,30,"4,917",463.6
Chlamydia,2019,Montana,30,"4,753",444.7
Chlamydia,2020 (COVID-19 Pandemic),Montana,30,"4,133",380.5
Chlamydia,2021,Montana,30,"4,029",364.9
Congenital Syphilis,2000,Montana,30,0,0
Congenital Syphilis,2001,Montana,30,0,0
Congenital Syphilis,2002,Montana,30,0,0
Congenital Syphilis,2003,Montana,30,0,0
Congenital Syphilis,2004,Montana,30,0,0
Congenital Syphilis,2005,Montana,30,0,0
Congenital Syphilis,2006,Montana,30,0,0
Congenital Syphilis,2007,Montana,30,0,0
Congenital Syphilis,2008,Montana,30,0,0
Congenital Syphilis,2009,Montana,30,0,0
Congenital Syphilis,2010,Montana,30,0,0
Congenital Syphilis,2011,Montana,30,0,0
Congenital Syphilis,2012,Montana,30,0,0
Congenital Syphilis,2013,Montana,30,0,0
Congenital Syphilis,2014,Montana,30,0,0
Congenital Syphilis,2015,Montana,30,0,0
Congenital Syphilis,2016,Montana,30,0,0
Congenital Syphilis,2017,Montana,30,1,8.5
Congenital Syphilis,2018,Montana,30,0,0
Congenital Syphilis,2019,Montana,30,1,9
Congenital Syphilis,2020 (COVID-19 Pandemic),Montana,30,2,18.5
Congenital Syphilis,2021,Montana,30,9,80.1
"Early Non-Primary, Non-Secondary Syphilis",2000,Montana,30,0,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Montana,30,0,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Montana,30,0,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Montana,30,0,0
"Early Non-Primary, Non-Secondary Syphilis",2004,Montana,30,0,0
"Early Non-Primary, Non-Secondary Syphilis",2005,Montana,30,0,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Montana,30,0,0
"Early Non-Primary, Non-Secondary Syphilis",2007,Montana,30,0,0
"Early Non-Primary, Non-Secondary Syphilis",2008,Montana,30,1,0.1
"Early Non-Primary, Non-Secondary Syphilis",2009,Montana,30,0,0
"Early Non-Primary, Non-Secondary Syphilis",2010,Montana,30,2,0.2
"Early Non-Primary, Non-Secondary Syphilis",2011,Montana,30,1,0.1
"Early Non-Primary, Non-Secondary Syphilis",2012,Montana,30,0,0
"Early Non-Primary, Non-Secondary Syphilis",2013,Montana,30,2,0.2
"Early Non-Primary, Non-Secondary Syphilis",2014,Montana,30,1,0.1
"Early Non-Primary, Non-Secondary Syphilis",2015,Montana,30,5,0.5
"Early Non-Primary, Non-Secondary Syphilis",2016,Montana,30,6,0.6
"Early Non-Primary, Non-Secondary Syphilis",2017,Montana,30,23,2.2
"Early Non-Primary, Non-Secondary Syphilis",2018,Montana,30,25,2.4
"Early Non-Primary, Non-Secondary Syphilis",2019,Montana,30,25,2.3
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Montana,30,21,1.9
"Early Non-Primary, Non-Secondary Syphilis",2021,Montana,30,22,2
Gonorrhea,2000,Montana,30,60,6.6
Gonorrhea,2001,Montana,30,104,11.5
Gonorrhea,2002,Montana,30,123,13.5
Gonorrhea,2003,Montana,30,122,13.3
Gonorrhea,2004,Montana,30,88,9.5
Gonorrhea,2005,Montana,30,158,16.9
Gonorrhea,2006,Montana,30,194,20.5
Gonorrhea,2007,Montana,30,122,12.7
Gonorrhea,2008,Montana,30,122,12.6
Gonorrhea,2009,Montana,30,80,8.2
Gonorrhea,2010,Montana,30,102,10.3
Gonorrhea,2011,Montana,30,85,8.5
Gonorrhea,2012,Montana,30,108,10.8
Gonorrhea,2013,Montana,30,224,22.1
Gonorrhea,2014,Montana,30,434,42.5
Gonorrhea,2015,Montana,30,844,81.9
Gonorrhea,2016,Montana,30,867,83.3
Gonorrhea,2017,Montana,30,782,74.3
Gonorrhea,2018,Montana,30,"1,181",111.3
Gonorrhea,2019,Montana,30,"1,595",149.2
Gonorrhea,2020 (COVID-19 Pandemic),Montana,30,"1,698",156.3
Gonorrhea,2021,Montana,30,"1,448",131.1
Primary and Secondary Syphilis,2000,Montana,30,0,0
Primary and Secondary Syphilis,2001,Montana,30,0,0
Primary and Secondary Syphilis,2002,Montana,30,0,0
Primary and Secondary Syphilis,2003,Montana,30,0,0
Primary and Secondary Syphilis,2004,Montana,30,4,0.4
Primary and Secondary Syphilis,2005,Montana,30,7,0.7
Primary and Secondary Syphilis,2006,Montana,30,1,0.1
Primary and Secondary Syphilis,2007,Montana,30,8,0.8
Primary and Secondary Syphilis,2008,Montana,30,7,0.7
Primary and Secondary Syphilis,2009,Montana,30,4,0.4
Primary and Secondary Syphilis,2010,Montana,30,3,0.3
Primary and Secondary Syphilis,2011,Montana,30,7,0.7
Primary and Secondary Syphilis,2012,Montana,30,2,0.2
Primary and Secondary Syphilis,2013,Montana,30,5,0.5
Primary and Secondary Syphilis,2014,Montana,30,8,0.8
Primary and Secondary Syphilis,2015,Montana,30,13,1.3
Primary and Secondary Syphilis,2016,Montana,30,14,1.3
Primary and Secondary Syphilis,2017,Montana,30,48,4.6
Primary and Secondary Syphilis,2018,Montana,30,45,4.2
Primary and Secondary Syphilis,2019,Montana,30,67,6.3
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Montana,30,45,4.1
Primary and Secondary Syphilis,2021,Montana,30,96,8.7
Chlamydia,2000,Nebraska,31,"3,791",221.3
Chlamydia,2001,Nebraska,31,"3,206",186.6
Chlamydia,2002,Nebraska,31,"4,779",277.1
Chlamydia,2003,Nebraska,31,"4,739",273.4
Chlamydia,2004,Nebraska,31,"5,238",300.8
Chlamydia,2005,Nebraska,31,"5,098",291.2
Chlamydia,2006,Nebraska,31,"5,428",308.5
Chlamydia,2007,Nebraska,31,"5,132",290.1
Chlamydia,2008,Nebraska,31,"5,573",313.1
Chlamydia,2009,Nebraska,31,"5,443",303.3
Chlamydia,2010,Nebraska,31,"5,114",279.5
Chlamydia,2011,Nebraska,31,"6,780",368.3
Chlamydia,2012,Nebraska,31,"6,748",364.1
Chlamydia,2013,Nebraska,31,"7,301",391.4
Chlamydia,2014,Nebraska,31,"7,499",399
Chlamydia,2015,Nebraska,31,"7,956",420.7
Chlamydia,2016,Nebraska,31,"8,197",430.1
Chlamydia,2017,Nebraska,31,"8,595",448.6
Chlamydia,2018,Nebraska,31,"8,026",416.8
Chlamydia,2019,Nebraska,31,"9,291",480.3
Chlamydia,2020 (COVID-19 Pandemic),Nebraska,31,"8,844",450.9
Chlamydia,2021,Nebraska,31,"8,897",453.1
Congenital Syphilis,2000,Nebraska,31,0,0
Congenital Syphilis,2001,Nebraska,31,0,0
Congenital Syphilis,2002,Nebraska,31,0,0
Congenital Syphilis,2003,Nebraska,31,1,3.9
Congenital Syphilis,2004,Nebraska,31,0,0
Congenital Syphilis,2005,Nebraska,31,0,0
Congenital Syphilis,2006,Nebraska,31,0,0
Congenital Syphilis,2007,Nebraska,31,0,0
Congenital Syphilis,2008,Nebraska,31,0,0
Congenital Syphilis,2009,Nebraska,31,0,0
Congenital Syphilis,2010,Nebraska,31,0,0
Congenital Syphilis,2011,Nebraska,31,0,0
Congenital Syphilis,2012,Nebraska,31,1,3.9
Congenital Syphilis,2013,Nebraska,31,0,0
Congenital Syphilis,2014,Nebraska,31,1,3.7
Congenital Syphilis,2015,Nebraska,31,0,0
Congenital Syphilis,2016,Nebraska,31,1,3.8
Congenital Syphilis,2017,Nebraska,31,1,3.9
Congenital Syphilis,2018,Nebraska,31,0,0
Congenital Syphilis,2019,Nebraska,31,0,0
Congenital Syphilis,2020 (COVID-19 Pandemic),Nebraska,31,1,4.1
Congenital Syphilis,2021,Nebraska,31,1,4.1
"Early Non-Primary, Non-Secondary Syphilis",2000,Nebraska,31,1,0.1
"Early Non-Primary, Non-Secondary Syphilis",2001,Nebraska,31,1,0.1
"Early Non-Primary, Non-Secondary Syphilis",2002,Nebraska,31,0,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Nebraska,31,1,0.1
"Early Non-Primary, Non-Secondary Syphilis",2004,Nebraska,31,0,0
"Early Non-Primary, Non-Secondary Syphilis",2005,Nebraska,31,2,0.1
