Indicator,Year,Geography,FIPS,Numerator,Percent
Uninsured,2014,Maryland,24,"463,268",7.9
Uninsured,2015,Maryland,24,"389,199",6.6
Uninsured,2016,Maryland,24,"363,179",6.1
Uninsured,2017,Maryland,24,"365,597",6.1
Uninsured,2018,Maryland,24,"356,708",6
Uninsured,2019,Maryland,24,"356,831",6
Uninsured,2020 (COVID-19 Pandemic),Maryland,24,"340,095",5.7
Uninsured,2021,Maryland,24,"369,269",6.1
Vacant housing,2011,Maryland,24,"256,991",10.7
Vacant housing,2012,Maryland,24,"237,918",9.9
Vacant housing,2013,Maryland,24,"242,497",10.1
Vacant housing,2014,Maryland,24,"256,879",10.6
Vacant housing,2015,Maryland,24,"256,531",10.5
Vacant housing,2016,Maryland,24,"252,554",10.3
Vacant housing,2017,Maryland,24,"241,780",9.9
Vacant housing,2018,Maryland,24,"242,844",9.9
Vacant housing,2019,Maryland,24,"243,540",9.9
Vacant housing,2020 (COVID-19 Pandemic),Maryland,24,"226,875",9.1
Vacant housing,2021,Maryland,24,"190,712",7.5
Households living below the federal poverty level,2011,Massachusetts,25,"132,627",8.3
Households living below the federal poverty level,2012,Massachusetts,25,"135,904",8.5
Households living below the federal poverty level,2013,Massachusetts,25,"139,389",8.6
Households living below the federal poverty level,2014,Massachusetts,25,"133,678",8.3
Households living below the federal poverty level,2015,Massachusetts,25,"127,459",7.9
Households living below the federal poverty level,2016,Massachusetts,25,"119,257",7.3
Households living below the federal poverty level,2017,Massachusetts,25,"118,959",7.2
Households living below the federal poverty level,2018,Massachusetts,25,"106,873",6.5
Households living below the federal poverty level,2019,Massachusetts,25,"99,900",6
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Massachusetts,25,"101,186",6.1
Households living below the federal poverty level,2021,Massachusetts,25,"122,086",7.1
Population 25 years and older w/o HS diploma,2011,Massachusetts,25,"486,221",10.8
Population 25 years and older w/o HS diploma,2012,Massachusetts,25,"473,887",10.4
Population 25 years and older w/o HS diploma,2013,Massachusetts,25,"465,084",10.1
Population 25 years and older w/o HS diploma,2014,Massachusetts,25,"484,053",10.4
Population 25 years and older w/o HS diploma,2015,Massachusetts,25,"459,349",9.7
Population 25 years and older w/o HS diploma,2016,Massachusetts,25,"452,685",9.6
Population 25 years and older w/o HS diploma,2017,Massachusetts,25,"442,458",9.2
Population 25 years and older w/o HS diploma,2018,Massachusetts,25,"446,304",9.3
Population 25 years and older w/o HS diploma,2019,Massachusetts,25,"420,941",8.7
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Massachusetts,25,"421,605",8.7
Population 25 years and older w/o HS diploma,2021,Massachusetts,25,"439,192",8.9
Uninsured,2011,Massachusetts,25,"276,940",4.3
Uninsured,2012,Massachusetts,25,"254,295",3.9
Uninsured,2013,Massachusetts,25,"246,666",3.7
Uninsured,2014,Massachusetts,25,"218,722",3.3
Uninsured,2015,Massachusetts,25,"189,273",2.8
Uninsured,2016,Massachusetts,25,"171,059",2.5
Uninsured,2017,Massachusetts,25,"189,801",2.8
Uninsured,2018,Massachusetts,25,"188,907",2.8
Uninsured,2019,Massachusetts,25,"204,079",3
Uninsured,2020 (COVID-19 Pandemic),Massachusetts,25,"180,330",2.6
Uninsured,2021,Massachusetts,25,"172,655",2.5
Vacant housing,2011,Massachusetts,25,"286,961",10.2
Vacant housing,2012,Massachusetts,25,"288,000",10.2
Vacant housing,2013,Massachusetts,25,"277,320",9.9
Vacant housing,2014,Massachusetts,25,"279,256",9.9
Vacant housing,2015,Massachusetts,25,"285,854",10
Vacant housing,2016,Massachusetts,25,"278,689",9.8
Vacant housing,2017,Massachusetts,25,"289,636",10
Vacant housing,2018,Massachusetts,25,"290,749",10
Vacant housing,2019,Massachusetts,25,"278,138",9.5
Vacant housing,2020 (COVID-19 Pandemic),Massachusetts,25,"256,977",8.7
Vacant housing,2021,Massachusetts,25,"258,754",8.6
Households living below the federal poverty level,2011,Michigan,26,"309,111",12.5
Households living below the federal poverty level,2012,Michigan,26,"312,809",12.6
Households living below the federal poverty level,2013,Michigan,26,"305,601",12.3
Households living below the federal poverty level,2014,Michigan,26,"283,308",11.4
Households living below the federal poverty level,2015,Michigan,26,"275,249",11.1
Households living below the federal poverty level,2016,Michigan,26,"252,613",10.2
Households living below the federal poverty level,2017,Michigan,26,"244,246",9.7
Households living below the federal poverty level,2018,Michigan,26,"239,400",9.5
Households living below the federal poverty level,2019,Michigan,26,"219,696",8.8
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Michigan,26,"205,184",8.2
Households living below the federal poverty level,2021,Michigan,26,"229,458",9
Population 25 years and older w/o HS diploma,2011,Michigan,26,"737,892",11.2
Population 25 years and older w/o HS diploma,2012,Michigan,26,"715,070",10.8
Population 25 years and older w/o HS diploma,2013,Michigan,26,"704,401",10.6
Population 25 years and older w/o HS diploma,2014,Michigan,26,"674,733",10.1
Population 25 years and older w/o HS diploma,2015,Michigan,26,"662,900",9.9
Population 25 years and older w/o HS diploma,2016,Michigan,26,"647,909",9.6
Population 25 years and older w/o HS diploma,2017,Michigan,26,"619,966",9.1
Population 25 years and older w/o HS diploma,2018,Michigan,26,"612,424",9
Population 25 years and older w/o HS diploma,2019,Michigan,26,"596,287",8.6
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Michigan,26,"552,949",8
Population 25 years and older w/o HS diploma,2021,Michigan,26,"560,298",8
Uninsured,2011,Michigan,26,"1,149,911",11.8
Uninsured,2012,Michigan,26,"1,114,321",11.4
Uninsured,2013,Michigan,26,"1,071,521",11
Uninsured,2014,Michigan,26,"836,728",8.5
Uninsured,2015,Michigan,26,"596,642",6.1
Uninsured,2016,Michigan,26,"526,990",5.4
Uninsured,2017,Michigan,26,"509,539",5.2
Uninsured,2018,Michigan,26,"534,551",5.4
Uninsured,2019,Michigan,26,"571,140",5.8
Uninsured,2020 (COVID-19 Pandemic),Michigan,26,"519,756",5.3
Uninsured,2021,Michigan,26,"495,404",5
Vacant housing,2011,Michigan,26,"753,221",16.6
Vacant housing,2012,Michigan,26,"706,013",15.6
Vacant housing,2013,Michigan,26,"692,800",15.3
Vacant housing,2014,Michigan,26,"705,514",15.5
Vacant housing,2015,Michigan,26,"691,792",15.2
Vacant housing,2016,Michigan,26,"676,011",14.8
Vacant housing,2017,Michigan,26,"665,257",14.5
Vacant housing,2018,Michigan,26,"657,086",14.2
Vacant housing,2019,Michigan,26,"659,725",14.3
Vacant housing,2020 (COVID-19 Pandemic),Michigan,26,"631,361",13.6
Vacant housing,2021,Michigan,26,"538,586",11.7
Households living below the federal poverty level,2011,Minnesota,27,"103,091",7.6
Households living below the federal poverty level,2012,Minnesota,27,"104,457",7.6
Households living below the federal poverty level,2013,Minnesota,27,"98,798",7.2
Households living below the federal poverty level,2014,Minnesota,27,"102,720",7.5
Households living below the federal poverty level,2015,Minnesota,27,"87,189",6.3
Households living below the federal poverty level,2016,Minnesota,27,"80,659",5.9
Households living below the federal poverty level,2017,Minnesota,27,"80,547",5.8
Households living below the federal poverty level,2018,Minnesota,27,"79,619",5.7
Households living below the federal poverty level,2019,Minnesota,27,"72,884",5.2
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Minnesota,27,"68,289",4.9
Households living below the federal poverty level,2021,Minnesota,27,"78,497",5.5
Population 25 years and older w/o HS diploma,2011,Minnesota,27,"284,864",8
Population 25 years and older w/o HS diploma,2012,Minnesota,27,"270,056",7.5
Population 25 years and older w/o HS diploma,2013,Minnesota,27,"275,829",7.6
Population 25 years and older w/o HS diploma,2014,Minnesota,27,"275,444",7.5
Population 25 years and older w/o HS diploma,2015,Minnesota,27,"267,306",7.2
Population 25 years and older w/o HS diploma,2016,Minnesota,27,"263,888",7.1
Population 25 years and older w/o HS diploma,2017,Minnesota,27,"261,634",6.9
Population 25 years and older w/o HS diploma,2018,Minnesota,27,"252,805",6.7
Population 25 years and older w/o HS diploma,2019,Minnesota,27,"245,690",6.4
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Minnesota,27,"239,838",6.2
Population 25 years and older w/o HS diploma,2021,Minnesota,27,"228,847",5.9
Uninsured,2011,Minnesota,27,"467,433",8.8
Uninsured,2012,Minnesota,27,"424,662",8
Uninsured,2013,Minnesota,27,"439,779",8.2
Uninsured,2014,Minnesota,27,"317,257",5.9
Uninsured,2015,Minnesota,27,"245,108",4.5
Uninsured,2016,Minnesota,27,"224,946",4.1
Uninsured,2017,Minnesota,27,"242,509",4.4
Uninsured,2018,Minnesota,27,"244,379",4.4
Uninsured,2019,Minnesota,27,"272,612",4.9
Uninsured,2020 (COVID-19 Pandemic),Minnesota,27,"277,028",4.9
Uninsured,2021,Minnesota,27,"251,824",4.5
Vacant housing,2011,Minnesota,27,"257,598",10.9
Vacant housing,2012,Minnesota,27,"249,131",10.6
Vacant housing,2013,Minnesota,27,"248,800",10.5
Vacant housing,2014,Minnesota,27,"256,066",10.7
Vacant housing,2015,Minnesota,27,"249,819",10.4
Vacant housing,2016,Minnesota,27,"260,976",10.8
Vacant housing,2017,Minnesota,27,"275,515",11.3
Vacant housing,2018,Minnesota,27,"261,185",10.6
Vacant housing,2019,Minnesota,27,"254,947",10.3
Vacant housing,2020 (COVID-19 Pandemic),Minnesota,27,"268,246",10.7
Vacant housing,2021,Minnesota,27,"236,140",9.4
Households living below the federal poverty level,2011,Mississippi,28,"128,927",17.4
Households living below the federal poverty level,2012,Mississippi,28,"143,543",19.2
Households living below the federal poverty level,2013,Mississippi,28,"141,565",19
Households living below the federal poverty level,2014,Mississippi,28,"121,846",16.5
Households living below the federal poverty level,2015,Mississippi,28,"126,336",17
Households living below the federal poverty level,2016,Mississippi,28,"120,569",16.5
Households living below the federal poverty level,2017,Mississippi,28,"106,751",14.9
Households living below the federal poverty level,2018,Mississippi,28,"109,192",15
Households living below the federal poverty level,2019,Mississippi,28,"106,321",14.8
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Mississippi,28,"103,210",14.2
Households living below the federal poverty level,2021,Mississippi,28,"106,970",14.4
Population 25 years and older w/o HS diploma,2011,Mississippi,28,"361,502",18.9
Population 25 years and older w/o HS diploma,2012,Mississippi,28,"338,418",17.7
Population 25 years and older w/o HS diploma,2013,Mississippi,28,"339,866",17.6
Population 25 years and older w/o HS diploma,2014,Mississippi,28,"335,522",17.2
Population 25 years and older w/o HS diploma,2015,Mississippi,28,"322,809",16.6
Population 25 years and older w/o HS diploma,2016,Mississippi,28,"310,734",15.8
Population 25 years and older w/o HS diploma,2017,Mississippi,28,"305,968",15.6
Population 25 years and older w/o HS diploma,2018,Mississippi,28,"288,595",14.6
Population 25 years and older w/o HS diploma,2019,Mississippi,28,"290,917",14.7
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Mississippi,28,"263,329",13.2
Population 25 years and older w/o HS diploma,2021,Mississippi,28,"265,989",13.5
Uninsured,2011,Mississippi,28,"516,413",17.7
Uninsured,2012,Mississippi,28,"497,510",17
Uninsured,2013,Mississippi,28,"499,849",17.1
Uninsured,2014,Mississippi,28,"424,130",14.5
Uninsured,2015,Mississippi,28,"371,585",12.7
Uninsured,2016,Mississippi,28,"346,181",11.8
Uninsured,2017,Mississippi,28,"351,754",12
Uninsured,2018,Mississippi,28,"354,151",12.1
Uninsured,2019,Mississippi,28,"376,872",13
Uninsured,2020 (COVID-19 Pandemic),Mississippi,28,"338,827",11.7
Uninsured,2021,Mississippi,28,"343,002",11.9
Vacant housing,2011,Mississippi,28,"200,769",15.7
Vacant housing,2012,Mississippi,28,"193,376",15.1
Vacant housing,2013,Mississippi,28,"192,190",15
Vacant housing,2014,Mississippi,28,"198,915",15.4
Vacant housing,2015,Mississippi,28,"196,561",15.1
Vacant housing,2016,Mississippi,28,"216,247",16.5
Vacant housing,2017,Mississippi,28,"231,774",17.5
Vacant housing,2018,Mississippi,28,"224,001",16.8
Vacant housing,2019,Mississippi,28,"238,818",17.8
Vacant housing,2020 (COVID-19 Pandemic),Mississippi,28,"218,777",16.3
Vacant housing,2021,Mississippi,28,"202,430",15.2
Households living below the federal poverty level,2011,Missouri,29,"176,506",11.5
Households living below the federal poverty level,2012,Missouri,29,"177,516",11.7
Households living below the federal poverty level,2013,Missouri,29,"175,155",11.5
Households living below the federal poverty level,2014,Missouri,29,"161,443",10.7
Households living below the federal poverty level,2015,Missouri,29,"154,968",10.2
Households living below the federal poverty level,2016,Missouri,29,"149,680",9.8
Households living below the federal poverty level,2017,Missouri,29,"140,508",9.2
Households living below the federal poverty level,2018,Missouri,29,"139,579",9
Households living below the federal poverty level,2019,Missouri,29,"136,052",8.8
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Missouri,29,"121,780",8
Households living below the federal poverty level,2021,Missouri,29,"130,682",8.4
Population 25 years and older w/o HS diploma,2011,Missouri,29,"497,061",12.4
Population 25 years and older w/o HS diploma,2012,Missouri,29,"482,837",12
Population 25 years and older w/o HS diploma,2013,Missouri,29,"457,343",11.3
Population 25 years and older w/o HS diploma,2014,Missouri,29,"456,598",11.2
Population 25 years and older w/o HS diploma,2015,Missouri,29,"453,624",11.1
Population 25 years and older w/o HS diploma,2016,Missouri,29,"429,939",10.4
Population 25 years and older w/o HS diploma,2017,Missouri,29,"427,539",10.3
Population 25 years and older w/o HS diploma,2018,Missouri,29,"398,377",9.6
Population 25 years and older w/o HS diploma,2019,Missouri,29,"391,815",9.3
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Missouri,29,"362,193",8.6
Population 25 years and older w/o HS diploma,2021,Missouri,29,"355,385",8.4
Uninsured,2011,Missouri,29,"807,414",13.7
Uninsured,2012,Missouri,29,"801,380",13.6
Uninsured,2013,Missouri,29,"772,833",13
Uninsured,2014,Missouri,29,"693,878",11.7
Uninsured,2015,Missouri,29,"583,108",9.8
Uninsured,2016,Missouri,29,"531,923",8.9
Uninsured,2017,Missouri,29,"548,271",9.1
Uninsured,2018,Missouri,29,"566,327",9.4
Uninsured,2019,Missouri,29,"603,702",10
Uninsured,2020 (COVID-19 Pandemic),Missouri,29,"609,328",10.1
Uninsured,2021,Missouri,29,"570,898",9.4
Vacant housing,2011,Missouri,29,"382,375",14
Vacant housing,2012,Missouri,29,"360,952",13.3
Vacant housing,2013,Missouri,29,"356,256",13.1
Vacant housing,2014,Missouri,29,"380,994",13.9
Vacant housing,2015,Missouri,29,"372,464",13.6
Vacant housing,2016,Missouri,29,"388,036",14.1
Vacant housing,2017,Missouri,29,"407,310",14.6
Vacant housing,2018,Missouri,29,"371,490",13.2
Vacant housing,2019,Missouri,29,"360,997",12.8
Vacant housing,2020 (COVID-19 Pandemic),Missouri,29,"370,165",13.1
Vacant housing,2021,Missouri,29,"338,906",12.1
Households living below the federal poverty level,2011,Montana,30,"24,554",9.7
Households living below the federal poverty level,2012,Montana,30,"26,484",10.2
Households living below the federal poverty level,2013,Montana,30,"28,938",11.3
Households living below the federal poverty level,2014,Montana,30,"23,862",9.5
Households living below the federal poverty level,2015,Montana,30,"23,538",9.3
Households living below the federal poverty level,2016,Montana,30,"20,596",8
Households living below the federal poverty level,2017,Montana,30,"20,230",7.7
Households living below the federal poverty level,2018,Montana,30,"20,455",7.7
Households living below the federal poverty level,2019,Montana,30,"21,252",7.9
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Montana,30,"19,762",7.4
Households living below the federal poverty level,2021,Montana,30,"19,844",7.2
Population 25 years and older w/o HS diploma,2011,Montana,30,"52,113",7.7
Population 25 years and older w/o HS diploma,2012,Montana,30,"49,447",7.2
Population 25 years and older w/o HS diploma,2013,Montana,30,"50,309",7.3
Population 25 years and older w/o HS diploma,2014,Montana,30,"51,493",7.4
Population 25 years and older w/o HS diploma,2015,Montana,30,"45,573",6.4
Population 25 years and older w/o HS diploma,2016,Montana,30,"51,238",7.2
Population 25 years and older w/o HS diploma,2017,Montana,30,"50,729",7
Population 25 years and older w/o HS diploma,2018,Montana,30,"45,079",6.1
Population 25 years and older w/o HS diploma,2019,Montana,30,"42,682",5.8
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Montana,30,"42,240",5.6
Population 25 years and older w/o HS diploma,2021,Montana,30,"43,308",5.6
Uninsured,2011,Montana,30,"179,575",18.3
Uninsured,2012,Montana,30,"178,412",18
Uninsured,2013,Montana,30,"164,548",16.5
Uninsured,2014,Montana,30,"143,321",14.2
Uninsured,2015,Montana,30,"118,509",11.6
Uninsured,2016,Montana,30,"83,416",8.1
Uninsured,2017,Montana,30,"87,709",8.5
Uninsured,2018,Montana,30,"86,029",8.2
Uninsured,2019,Montana,30,"87,141",8.3
Uninsured,2020 (COVID-19 Pandemic),Montana,30,"92,625",8.7
Uninsured,2021,Montana,30,"89,432",8.2
Vacant housing,2011,Montana,30,"84,933",17.4
Vacant housing,2012,Montana,30,"77,223",15.9
Vacant housing,2013,Montana,30,"79,479",16.4
Vacant housing,2014,Montana,30,"80,553",16.4
Vacant housing,2015,Montana,30,"79,418",16.1
Vacant housing,2016,Montana,30,"81,624",16.4
Vacant housing,2017,Montana,30,"87,317",17.1
Vacant housing,2018,Montana,30,"83,740",16.3
Vacant housing,2019,Montana,30,"82,287",15.8
Vacant housing,2020 (COVID-19 Pandemic),Montana,30,"78,072",14.9
Vacant housing,2021,Montana,30,"72,967",14
Households living below the federal poverty level,2011,Nebraska,31,"42,810",9.1
Households living below the federal poverty level,2012,Nebraska,31,"43,185",9.1
Households living below the federal poverty level,2013,Nebraska,31,"41,800",8.8
Households living below the federal poverty level,2014,Nebraska,31,"41,788",8.7
Households living below the federal poverty level,2015,Nebraska,31,"39,933",8.5
Households living below the federal poverty level,2016,Nebraska,31,"35,256",7.4
Households living below the federal poverty level,2017,Nebraska,31,"34,919",7.2
Households living below the federal poverty level,2018,Nebraska,31,"34,480",7.1
Households living below the federal poverty level,2019,Nebraska,31,"30,567",6.2
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Nebraska,31,"28,305",5.8
Households living below the federal poverty level,2021,Nebraska,31,"33,174",6.7
Population 25 years and older w/o HS diploma,2011,Nebraska,31,"107,650",9
Population 25 years and older w/o HS diploma,2012,Nebraska,31,"114,656",9.5
Population 25 years and older w/o HS diploma,2013,Nebraska,31,"119,090",9.8
Population 25 years and older w/o HS diploma,2014,Nebraska,31,"118,796",9.7
Population 25 years and older w/o HS diploma,2015,Nebraska,31,"110,626",9
Population 25 years and older w/o HS diploma,2016,Nebraska,31,"113,345",9.1
Population 25 years and older w/o HS diploma,2017,Nebraska,31,"109,423",8.7
Population 25 years and older w/o HS diploma,2018,Nebraska,31,"108,346",8.6
Population 25 years and older w/o HS diploma,2019,Nebraska,31,"101,272",8
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Nebraska,31,"103,477",8.1
Population 25 years and older w/o HS diploma,2021,Nebraska,31,"101,315",7.8
Uninsured,2011,Nebraska,31,"207,094",11.4
Uninsured,2012,Nebraska,31,"205,607",11.3
Uninsured,2013,Nebraska,31,"208,578",11.3
Uninsured,2014,Nebraska,31,"179,206",9.7
Uninsured,2015,Nebraska,31,"153,789",8.2
Uninsured,2016,Nebraska,31,"160,563",8.6
Uninsured,2017,Nebraska,31,"156,784",8.3
Uninsured,2018,Nebraska,31,"157,612",8.3
Uninsured,2019,Nebraska,31,"157,923",8.3
Uninsured,2020 (COVID-19 Pandemic),Nebraska,31,"154,079",8.1
Uninsured,2021,Nebraska,31,"137,604",7.1
Vacant housing,2011,Nebraska,31,"77,382",9.7
Vacant housing,2012,Nebraska,31,"70,704",8.8
Vacant housing,2013,Nebraska,31,"76,309",9.5
Vacant housing,2014,Nebraska,31,"74,192",9.1
Vacant housing,2015,Nebraska,31,"76,766",9.4
Vacant housing,2016,Nebraska,31,"79,629",9.6
Vacant housing,2017,Nebraska,31,"83,050",9.9
Vacant housing,2018,Nebraska,31,"79,521",9.4
Vacant housing,2019,Nebraska,31,"79,723",9.4
Vacant housing,2020 (COVID-19 Pandemic),Nebraska,31,"83,506",9.7
Vacant housing,2021,Nebraska,31,"68,316",8
Households living below the federal poverty level,2011,Nevada,32,"75,801",11.9
Households living below the federal poverty level,2012,Nevada,32,"82,005",12.6
Households living below the federal poverty level,2013,Nevada,32,"74,220",11.6
Households living below the federal poverty level,2014,Nevada,32,"70,671",11
Households living below the federal poverty level,2015,Nevada,32,"71,870",10.9
Households living below the federal poverty level,2016,Nevada,32,"68,439",10.2
Households living below the federal poverty level,2017,Nevada,32,"63,741",9.1
Households living below the federal poverty level,2018,Nevada,32,"64,304",9.1
Households living below the federal poverty level,2019,Nevada,32,"62,967",8.7
Households living below the federal poverty level,2020 (COVID-19 Pandemic),Nevada,32,"59,557",8
Households living below the federal poverty level,2021,Nevada,32,"79,891",10.6
Population 25 years and older w/o HS diploma,2011,Nevada,32,"289,754",16
Population 25 years and older w/o HS diploma,2012,Nevada,32,"277,937",15.1
Population 25 years and older w/o HS diploma,2013,Nevada,32,"277,187",14.8
Population 25 years and older w/o HS diploma,2014,Nevada,32,"286,020",14.9
Population 25 years and older w/o HS diploma,2015,Nevada,32,"283,361",14.4
Population 25 years and older w/o HS diploma,2016,Nevada,32,"280,533",13.9
Population 25 years and older w/o HS diploma,2017,Nevada,32,"273,017",13.2
Population 25 years and older w/o HS diploma,2018,Nevada,32,"274,055",13
Population 25 years and older w/o HS diploma,2019,Nevada,32,"280,915",13.1
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),Nevada,32,"280,712",12.8
Population 25 years and older w/o HS diploma,2021,Nevada,32,"281,653",12.8
Uninsured,2011,Nevada,32,"588,794",21.9
Uninsured,2012,Nevada,32,"603,425",22.2
Uninsured,2013,Nevada,32,"570,079",20.7
Uninsured,2014,Nevada,32,"426,653",15.2
Uninsured,2015,Nevada,32,"350,684",12.3
Uninsured,2016,Nevada,32,"330,418",11.4
Uninsured,2017,Nevada,32,"332,624",11.2
Uninsured,2018,Nevada,32,"336,191",11.2
Uninsured,2019,Nevada,32,"347,631",11.4
Uninsured,2020 (COVID-19 Pandemic),Nevada,32,"370,912",12
Uninsured,2021,Nevada,32,"361,664",11.6
Vacant housing,2011,Nevada,32,"201,565",17
Vacant housing,2012,Nevada,32,"176,237",14.9
Vacant housing,2013,Nevada,32,"184,365",15.5
Vacant housing,2014,Nevada,32,"177,450",14.8
Vacant housing,2015,Nevada,32,"167,799",13.9
Vacant housing,2016,Nevada,32,"166,601",13.6
Vacant housing,2017,Nevada,32,"155,120",12.4
Vacant housing,2018,Nevada,32,"138,907",10.9
Vacant housing,2019,Nevada,32,"142,124",11.1
Vacant housing,2020 (COVID-19 Pandemic),Nevada,32,"132,076",10.1
Vacant housing,2021,Nevada,32,"114,154",8.7
Households living below the federal poverty level,2011,New Hampshire,33,"19,572",5.6
Households living below the federal poverty level,2012,New Hampshire,33,"22,895",6.7
Households living below the federal poverty level,2013,New Hampshire,33,"17,711",5.1
Households living below the federal poverty level,2014,New Hampshire,33,"20,754",6
Households living below the federal poverty level,2015,New Hampshire,33,"17,074",5
Households living below the federal poverty level,2016,New Hampshire,33,"13,716",4
Households living below the federal poverty level,2017,New Hampshire,33,"16,964",4.9
Households living below the federal poverty level,2018,New Hampshire,33,"16,062",4.7
Households living below the federal poverty level,2019,New Hampshire,33,"14,549",4.2
Households living below the federal poverty level,2020 (COVID-19 Pandemic),New Hampshire,33,"14,524",4.2
Households living below the federal poverty level,2021,New Hampshire,33,"17,338",4.8
Population 25 years and older w/o HS diploma,2011,New Hampshire,33,"78,622",8.6
Population 25 years and older w/o HS diploma,2012,New Hampshire,33,"75,430",8.2
Population 25 years and older w/o HS diploma,2013,New Hampshire,33,"67,493",7.3
Population 25 years and older w/o HS diploma,2014,New Hampshire,33,"73,573",7.9
Population 25 years and older w/o HS diploma,2015,New Hampshire,33,"64,641",6.8
Population 25 years and older w/o HS diploma,2016,New Hampshire,33,"67,898",7.2
Population 25 years and older w/o HS diploma,2017,New Hampshire,33,"66,560",6.9
Population 25 years and older w/o HS diploma,2018,New Hampshire,33,"66,510",6.8
Population 25 years and older w/o HS diploma,2019,New Hampshire,33,"65,672",6.7
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),New Hampshire,33,"58,724",5.9
Population 25 years and older w/o HS diploma,2021,New Hampshire,33,"56,080",5.6
Uninsured,2011,New Hampshire,33,"136,922",10.5
Uninsured,2012,New Hampshire,33,"138,842",10.6
Uninsured,2013,New Hampshire,33,"140,252",10.7
Uninsured,2014,New Hampshire,33,"120,456",9.2
Uninsured,2015,New Hampshire,33,"83,388",6.3
Uninsured,2016,New Hampshire,33,"77,677",5.9
Uninsured,2017,New Hampshire,33,"77,059",5.8
Uninsured,2018,New Hampshire,33,"77,011",5.7
Uninsured,2019,New Hampshire,33,"84,024",6.3
Uninsured,2020 (COVID-19 Pandemic),New Hampshire,33,"82,240",6.1
Uninsured,2021,New Hampshire,33,"70,511",5.1
Vacant housing,2011,New Hampshire,33,"101,248",16.4
Vacant housing,2012,New Hampshire,33,"97,868",15.9
Vacant housing,2013,New Hampshire,33,"97,250",15.8
Vacant housing,2014,New Hampshire,33,"100,109",16.2
Vacant housing,2015,New Hampshire,33,"104,989",16.9
Vacant housing,2016,New Hampshire,33,"104,694",16.7
Vacant housing,2017,New Hampshire,33,"105,989",16.7
Vacant housing,2018,New Hampshire,33,"106,900",16.8
Vacant housing,2019,New Hampshire,33,"100,902",15.7
Vacant housing,2020 (COVID-19 Pandemic),New Hampshire,33,"108,297",16.7
Vacant housing,2021,New Hampshire,33,"95,953",14.9
Households living below the federal poverty level,2011,New Jersey,34,"170,930",7.8
Households living below the federal poverty level,2012,New Jersey,34,"181,355",8.2
Households living below the federal poverty level,2013,New Jersey,34,"192,018",8.7
Households living below the federal poverty level,2014,New Jersey,34,"182,905",8.3
Households living below the federal poverty level,2015,New Jersey,34,"178,677",8.1
Households living below the federal poverty level,2016,New Jersey,34,"166,983",7.6
Households living below the federal poverty level,2017,New Jersey,34,"163,172",7.3
Households living below the federal poverty level,2018,New Jersey,34,"153,983",6.9
Households living below the federal poverty level,2019,New Jersey,34,"138,976",6.2
Households living below the federal poverty level,2020 (COVID-19 Pandemic),New Jersey,34,"158,325",7
Households living below the federal poverty level,2021,New Jersey,34,"176,070",7.4
Population 25 years and older w/o HS diploma,2011,New Jersey,34,"714,549",11.9
Population 25 years and older w/o HS diploma,2012,New Jersey,34,"707,774",11.7
Population 25 years and older w/o HS diploma,2013,New Jersey,34,"699,971",11.5
Population 25 years and older w/o HS diploma,2014,New Jersey,34,"674,072",11
Population 25 years and older w/o HS diploma,2015,New Jersey,34,"674,759",11
Population 25 years and older w/o HS diploma,2016,New Jersey,34,"660,676",10.7
Population 25 years and older w/o HS diploma,2017,New Jersey,34,"628,185",10.1
Population 25 years and older w/o HS diploma,2018,New Jersey,34,"607,496",9.8
Population 25 years and older w/o HS diploma,2019,New Jersey,34,"599,619",9.7
Population 25 years and older w/o HS diploma,2020 (COVID-19 Pandemic),New Jersey,34,"562,889",9.1
Population 25 years and older w/o HS diploma,2021,New Jersey,34,"583,933",9
Uninsured,2011,New Jersey,34,"1,139,104",13.1
Uninsured,2012,New Jersey,34,"1,112,809",12.7
Uninsured,2013,New Jersey,34,"1,160,294",13.2
Uninsured,2014,New Jersey,34,"965,411",10.9
Uninsured,2015,New Jersey,34,"771,196",8.7
Uninsured,2016,New Jersey,34,"704,970",8
Uninsured,2017,New Jersey,34,"688,068",7.7
Uninsured,2018,New Jersey,34,"655,000",7.4
Uninsured,2019,New Jersey,34,"692,341",7.9
Uninsured,2020 (COVID-19 Pandemic),New Jersey,34,"663,375",7.6
Uninsured,2021,New Jersey,34,"656,728",7.2
Vacant housing,2011,New Jersey,34,"395,091",11.1
